brand,model,model_year,milage,fuel_type,ext_col,int_col,accident,horse_power,displacement_L,cylinder,transmission_clean
ford,Fusion Hybrid,2013,126225,hybrid,Silver,Black,Accident Reported,188.0,2.0,4.0,CVT
subaru,Crosstrek 2.0I,2018,84054,gasoline,Gray,Black,None reported,152.0,2.0,4.0,CVT
bmw,M4 Base,2018,19300,gasoline,White,Silver,None reported,425.0,3.0,6.0,Manual
ford,Expedition Limited,2023,9500,gasoline,Black,Red,Accident Reported,400.0,3.5,6.0,Automatic
ford,F-250 Xlt,2001,64309,gasoline,White,Gray,None reported,260.0,5.4,8.0,Automatic
audi,A7 Premium,2012,54000,gasoline,Black,Brown,Accident Reported,310.0,3.0,6.0,Automatic
jeep,Wrangler Rubicon,2016,67882,gasoline,White,Black,None reported,310.0,3.6,6.0,Automatic
volkswagen,Golf Gti,2016,89000,gasoline,Silver,Black,None reported,210.0,2.0,4.0,Manual
chevrolet,Suburban 1500,2008,162750,gasoline,White,Black,Accident Reported,320.0,5.3,8.0,unknown
jeep,Gladiator Rubicon,2020,27981,gasoline,Red,Black,None reported,285.0,3.6,6.0,Automatic
bmw,X3 Xdrive30I,2021,38352,gasoline,Phytonic Blue Metallic,Canberra Beige,None reported,310.0,2.0,6.0,Automatic
toyota,Gr Corolla,2023,952,gasoline,Silver,Gray,None reported,300.0,1.6,3.0,Manual
hyundai,Accent Gl,2003,83000,gasoline,Blue,Gray,None reported,104.0,1.6,4.0,Manual
mini,Cooper S,2006,95000,gasoline,Gray,–,None reported,168.0,1.6,4.0,Manual
infiniti,Q60 3.0T,2022,3300,gasoline,Red,Black,None reported,400.0,3.0,6.0,unknown
bmw,435 I,2014,126500,gasoline,White,Black,None reported,300.0,3.0,6.0,Automatic
bmw,M5 Base,2013,86000,gasoline,Blue,White,None reported,560.0,4.4,8.0,unknown
audi,A3 2.0T,2019,28211,gasoline,Gray,Black,Accident Reported,184.0,2.0,4.0,unknown
dodge,Ram 1500,2010,131100,e85 flex fuel,White,Gray,Accident Reported,310.0,4.7,8.0,Automatic
lincoln,Mkz Select,2017,52284,gasoline,Blue,Beige,Accident Reported,240.0,2.0,4.0,Automatic
audi,A8 L,2019,39000,hybrid,Black,Brown,None reported,335.0,3.0,6.0,Automatic
bmw,X6 M,2018,48291,gasoline,Gray,Brown,None reported,567.0,4.4,8.0,unknown
audi,A5 2.0T,2018,53000,gasoline,White,Brown,Accident Reported,252.0,2.0,4.0,Automatic
cadillac,Escalade Esv,2016,146200,gasoline,White,Beige,None reported,420.0,6.2,8.0,Automatic
chevrolet,Trailblazer Ls,2021,20497,gasoline,Pacific Blue Metallic,Black,None reported,310.0,1.3,6.0,Automatic
honda,Cr-V Ex,2003,224000,gasoline,Black,Gray,None reported,160.0,2.4,4.0,Manual
toyota,Camry Le,1999,86111,gasoline,Gold,Beige,Accident Reported,133.0,2.2,4.0,Automatic
ram,1500 Longhorn,2019,76249,gasoline,Diamond Black,Mountain Brown,Accident Reported,310.0,5.7,6.0,Automatic
cadillac,Escalade Premium,2015,71000,gasoline,Black,Brown,Accident Reported,420.0,6.2,8.0,Automatic
mazda,Rx-8 R3,2009,57000,gasoline,Red,Black,None reported,232.0,1.3,6.0,Manual
infiniti,M37 X,2012,49000,gasoline,Gray,Black,None reported,330.0,3.7,6.0,Automatic
lexus,Gx 470,2006,152000,gasoline,Blue,Gray,Accident Reported,263.0,4.7,8.0,Automatic
bentley,Continental Gt,2009,43000,gasoline,Black,Black,None reported,552.0,6.0,12.0,Automatic
ford,F-150 Xlt,2021,51808,gasoline,Silver,Black,None reported,310.0,5.0,6.0,Automatic
jaguar,F-Pace 35T,2017,58060,gasoline,Blue,Beige,Accident Reported,340.0,3.0,6.0,Automatic
honda,Civic Lx,2015,51300,gasoline,Black,Black,None reported,143.0,1.8,4.0,Manual
volkswagen,Passat 2.0T,2021,16538,gasoline,Reflex Silver,Titan Black,None reported,310.0,2.0,6.0,Automatic
bmw,M5 Base,2021,13250,gasoline,Alpine White,Aragon Brown,None reported,310.0,4.4,6.0,Automatic
land,Rover Range,2019,58000,gasoline,White,Black,None reported,247.0,2.0,4.0,Automatic
jeep,Wrangler Sahara,2008,140000,gasoline,Silver,–,Accident Reported,202.0,3.8,6.0,Automatic
genesis,Gv70 2.5T,2022,20319,gasoline,White,Black,None reported,300.0,2.5,4.0,unknown
bmw,X5 Xdrive35I,2016,74850,gasoline,White,Brown,Accident Reported,300.0,3.0,6.0,Automatic
lincoln,Ls V8,2002,42000,gasoline,Silver,Black,Accident Reported,252.0,3.9,8.0,Automatic
dodge,Durango Slt,2004,143000,gasoline,Beige,Beige,None reported,335.0,5.7,8.0,Automatic
bmw,X6 Xdrive40I,2021,72903,hybrid,Black Sapphire Metallic,Black,Accident Reported,310.0,3.0,6.0,unknown
lexus,Is 350,2015,62600,gasoline,Gray,Red,None reported,306.0,3.5,6.0,unknown
chevrolet,Corvette Stingray,2023,3273,gasoline,Black,Red,None reported,490.0,6.2,8.0,unknown
maserati,Ghibli S,2017,49750,gasoline,White,Red,None reported,404.0,3.0,6.0,unknown
toyota,Land Cruiser,1993,231500,unknown,White,Gray,None reported,310.0,3.5,6.0,Automatic
volvo,S60 Recharge,2021,24158,plug-in hybrid,Gray,Black,None reported,400.0,2.0,4.0,Automatic
audi,A8 4.0T,2014,96238,gasoline,Black,Black,Accident Reported,420.0,4.0,8.0,unknown
bmw,M8 Competition,2020,10906,gasoline,Donington Grey Metallic,Black,None reported,310.0,4.4,6.0,Automatic
ford,Transit-350 Xlt,2021,48000,e85 flex fuel,White,Gray,None reported,275.0,3.5,6.0,Automatic
lincoln,Nautilus Reserve,2021,19700,gasoline,White,Beige,None reported,335.0,2.7,6.0,Automatic
audi,Sq5 3.0T,2019,48500,gasoline,Gray,Black,Accident Reported,349.0,3.0,6.0,unknown
volkswagen,Beetle 1.8T,2016,30000,gasoline,Blue,Beige,Accident Reported,170.0,1.8,4.0,unknown
mercedes-benz,E-Class E,2014,80581,gasoline,Gray,Beige,None reported,402.0,4.7,8.0,unknown
bmw,M240 I,2017,37100,gasoline,White,Black,Accident Reported,335.0,3.0,6.0,Automatic
ford,F-150 Raptor,2022,17451,gasoline,Oxford White,Rhapsody Blue,None reported,310.0,3.5,6.0,Automatic
cadillac,Escalade Esv,2021,31500,gasoline,White,Beige,None reported,420.0,6.2,8.0,Automatic
hyundai,Elantra Se,2014,120250,gasoline,Blue,Gray,None reported,145.0,1.8,4.0,Automatic
ford,F-150 Xlt,2019,69800,e85 flex fuel,Silver,Gray,None reported,395.0,5.0,8.0,Automatic
gmc,Sierra 2500,2017,96343,diesel,Blue,Beige,Accident Reported,445.0,6.6,8.0,Automatic
honda,S2000 Base,2003,101000,gasoline,Silver,Black,None reported,240.0,2.0,4.0,Manual
bmw,X2 Xdrive28I,2022,33000,gasoline,Orange,Black,None reported,228.0,2.0,4.0,unknown
mini,Cooper Base,2010,58000,gasoline,Gold,Black,None reported,118.0,1.6,4.0,Automatic
ford,Expedition Limited,2021,45000,gasoline,Gray,Black,None reported,375.0,3.5,6.0,unknown
audi,Q5 2.0T,2016,52105,e85 flex fuel,White,Beige,Accident Reported,220.0,2.0,4.0,Automatic
ram,2500 Longhorn,2015,72200,diesel,Black,Black,None reported,370.0,6.7,6.0,Automatic
kia,Sorento Hybrid,2022,36100,hybrid,Black,White,None reported,227.0,1.6,4.0,Automatic
chevrolet,Tahoe Base,1997,229000,diesel,Green,Beige,Accident Reported,180.0,6.5,8.0,Automatic
volvo,Xc90 3.2,2013,208864,gasoline,White,Beige,Accident Reported,240.0,3.2,6.0,Automatic
gmc,Yukon Xl,2017,110000,gasoline,Blue,Black,Accident Reported,355.0,5.3,8.0,Automatic
bmw,M6 Base,2016,25500,gasoline,White,Black,None reported,560.0,4.4,8.0,Automatic
lexus,Rx 350,2018,26100,gasoline,Gray,Red,None reported,295.0,3.5,6.0,Automatic
honda,Accord Ex-L,2019,62200,gasoline,White,Black,Accident Reported,192.0,1.5,4.0,Automatic
bmw,535 I,2011,169000,gasoline,Black,White,Accident Reported,300.0,3.0,6.0,unknown
mercedes-benz,Amg C,2020,33548,gasoline,Silver,Black,None reported,469.0,4.0,8.0,Automatic
mazda,Cx-7 Sport,2009,113000,gasoline,Gray,Black,None reported,244.0,2.3,4.0,Automatic
tesla,Model S,2015,67647,unknown,Blue,Beige,None reported,422.0,3.5,6.0,Automatic
land,Rover Range,2021,15000,hybrid,Black,Black,None reported,355.0,3.0,6.0,Automatic
nissan,Titan Sv,2021,27598,gasoline,Black,Black,None reported,310.0,5.6,6.0,Automatic
tesla,Model Y,2021,61308,unknown,White,White,None reported,425.0,3.5,6.0,Automatic
mercedes-benz,Amg Gle,2016,44000,gasoline,Black,Black,None reported,577.0,5.5,8.0,Automatic
audi,A6 55,2021,22800,hybrid,Blue,Brown,None reported,335.0,3.0,6.0,Automatic
volkswagen,Tiguan 2.0T,2022,11000,gasoline,Blue,White,None reported,184.0,2.0,4.0,Automatic
subaru,Legacy 2.5,2010,178000,gasoline,Blue,Black,None reported,170.0,2.5,4.0,Automatic
mercedes-benz,C-Class C,2019,59766,gasoline,Lunar Blue Metallic,Macchiato,None reported,310.0,2.0,6.0,Automatic
cadillac,Escalade Esv,2016,116500,gasoline,Black,Brown,Accident Reported,420.0,6.2,8.0,Automatic
mini,Convertible Cooper,2022,15544,gasoline,Blue,Brown,None reported,134.0,1.5,3.0,Automatic
volkswagen,Golf Sportwagen,2016,127770,gasoline,White,Beige,None reported,170.0,1.8,4.0,Manual
jeep,Wrangler Rubicon,2023,7000,hybrid,Gray,Black,None reported,285.0,3.6,6.0,Automatic
cadillac,Escalade Sport,2021,38500,gasoline,White,Black,Accident Reported,420.0,6.2,8.0,Automatic
ford,Fusion Se,2012,160000,e85 flex fuel,Gray,Black,None reported,240.0,3.0,6.0,Automatic
chevrolet,Suburban 1500,2015,217500,gasoline,Black,Black,None reported,355.0,5.3,8.0,Automatic
bmw,M4 Cs,2019,19069,gasoline,Alpine White,Anthracite,None reported,310.0,3.0,6.0,Automatic
bmw,435 I,2014,53600,gasoline,Silver,Black,None reported,300.0,3.0,6.0,Automatic
chevrolet,Silverado 1500,1999,88750,gasoline,White,Gray,None reported,255.0,4.8,8.0,Automatic
porsche,911 Carrera,2002,119500,gasoline,Black,Black,Accident Reported,320.0,3.6,6.0,Manual
ram,2500 Tradesman,2018,52000,diesel,Gray,Black,None reported,350.0,6.7,6.0,Automatic
gmc,Sierra 1500,2016,99500,gasoline,Gray,Black,None reported,355.0,5.3,8.0,Automatic
tesla,Model Y,2022,21404,unknown,White,White,None reported,425.0,3.5,6.0,Automatic
mercedes-benz,Amg C,2017,39000,gasoline,White,Black,Accident Reported,362.0,3.0,6.0,Automatic
acura,Tsx Technology,2011,187883,gasoline,Red,Beige,None reported,201.0,2.4,4.0,Automatic
mini,Cooper S,2012,152000,gasoline,White,Black,None reported,181.0,1.6,4.0,Automatic
audi,S6 4.0T,2013,53900,gasoline,Black,Black,None reported,420.0,4.0,8.0,Automatic
ford,Explorer Xlt,2013,149000,gasoline,Brown,Beige,Accident Reported,290.0,3.5,6.0,Automatic
volvo,Xc70 T6,2012,69000,gasoline,Silver,Black,Accident Reported,300.0,3.0,6.0,Automatic
jaguar,Xe 35T,2017,55000,gasoline,Gray,Black,None reported,340.0,3.0,6.0,Automatic
tesla,Model X,2020,34000,unknown,Black,Black,None reported,534.0,3.5,6.0,Automatic
chevrolet,Colorado Lt,2019,139116,gasoline,Red,Jet Black,Accident Reported,310.0,3.6,6.0,Automatic
bmw,M3 Competition,2023,3490,gasoline,Gray,Black,None reported,503.0,3.0,6.0,Automatic
mazda,Cx-30 Select,2021,61874,gasoline,Jet Black Mica,Black,None reported,310.0,2.5,6.0,Automatic
ford,Bronco Raptor,2023,2489,gasoline,Oxford White,Black Onyx,None reported,310.0,3.0,6.0,Automatic
nissan,Titan Xd,2019,53677,gasoline,Red,Gray,None reported,390.0,5.6,8.0,Automatic
jeep,Grand Cherokee,2015,93400,e85 flex fuel,White,Black,None reported,290.0,3.6,6.0,Automatic
bmw,740 I,2012,126000,gasoline,Black,Black,Accident Reported,326.0,3.0,6.0,Automatic
lexus,Rx 300,2002,121000,gasoline,Silver,Black,None reported,220.0,3.0,6.0,Automatic
mercedes-benz,Amg Gt,2019,35000,hybrid,Black,Black,None reported,429.0,3.0,6.0,unknown
chevrolet,Suburban Lt,2017,207571,gasoline,Black,Black,Accident Reported,355.0,5.3,8.0,Automatic
jeep,Grand Cherokee,2015,157000,e85 flex fuel,White,Black,None reported,290.0,3.6,6.0,Automatic
audi,A6 3.0T,2014,89500,gasoline,Gray,Black,None reported,310.0,3.0,6.0,unknown
toyota,Rav4 Prime,2022,7100,plug-in hybrid,Gray,Black,None reported,302.0,2.5,4.0,Automatic
lexus,Lx 570,2018,39300,gasoline,Black,Black,None reported,383.0,5.7,8.0,unknown
tesla,Model X,2022,7500,unknown,Silver,Black,None reported,670.0,3.5,6.0,Automatic
toyota,Camry Hybrid,2014,94448,hybrid,Silver,Gray,None reported,200.0,2.5,4.0,Automatic
chevrolet,Express 2500,2012,140500,e85 flex fuel,White,Gray,None reported,324.0,6.0,8.0,Automatic
bmw,M3 Base,2011,98200,gasoline,White,Black,None reported,414.0,4.0,8.0,Automatic
audi,A8 L,2016,142666,gasoline,Black,Black,Accident Reported,450.0,4.0,8.0,Automatic
dodge,Sprinter 2500,2007,189719,diesel,White,Gray,Accident Reported,310.0,3.0,6.0,Automatic
ford,Mustang V6,2013,57912,gasoline,Black,Black,Accident Reported,305.0,3.7,6.0,Manual
bmw,435 I,2014,86500,gasoline,Silver,Black,None reported,300.0,3.0,6.0,Automatic
bmw,X5 Phev,2023,5338,plug-in hybrid,Blue,White,None reported,389.0,3.0,6.0,Automatic
audi,Q5 S,2022,13133,hybrid,Silver,Black,None reported,310.0,2.0,6.0,Automatic
toyota,Highlander Hybrid,2019,13828,hybrid,Blue,Black,None reported,306.0,3.5,6.0,CVT
hyundai,Sonata Gls,2010,135000,gasoline,Blue,Gray,None reported,168.0,2.4,4.0,unknown
kia,Sportage Nightfall,2022,26468,gasoline,Pacific Blue,Black,Accident Reported,310.0,2.4,6.0,Automatic
lexus,Es 350,2007,78980,gasoline,Silver,Beige,Accident Reported,272.0,3.5,6.0,Automatic
kia,Niro Ex,2023,7578,hybrid,Snow White Pearl,Charcoal,None reported,310.0,1.6,6.0,Automatic
dodge,Durango Gt,2021,14684,gasoline,DB Black Clearcoat,Black,None reported,310.0,3.6,6.0,Automatic
honda,Pilot Ex,2004,184000,gasoline,Blue,Gray,Accident Reported,240.0,3.5,6.0,Automatic
volkswagen,Arteon 2.0T,2021,13613,gasoline,Pure White,Titan Black,None reported,310.0,2.0,6.0,Automatic
chevrolet,Tahoe Lt,2017,61720,e85 flex fuel,Silver,Jet Black,Accident Reported,310.0,5.3,6.0,Automatic
ford,F-150 Xlt,2010,232000,gasoline,Blue,Gray,None reported,292.0,4.6,8.0,Automatic
dodge,Durango R/T,2020,78000,gasoline,Black,Red,Accident Reported,360.0,5.7,8.0,Automatic
audi,A6 55,2023,6581,gasoline,Chronos Gray Metallic,Black,None reported,310.0,3.0,6.0,Automatic
land,Rover Range,2016,86202,gasoline,Black,Black,None reported,240.0,2.0,4.0,Automatic
bmw,Z4 2.5I,2005,138000,gasoline,White,Beige,None reported,184.0,2.5,6.0,Automatic
lexus,Gx 470,2005,198000,gasoline,Gray,Gray,Accident Reported,270.0,4.7,8.0,Automatic
infiniti,G35 Base,2004,130000,gasoline,Beige,Beige,None reported,260.0,3.5,6.0,Automatic
chevrolet,Silverado 2500,2016,172600,diesel,Red,Black,Accident Reported,397.0,6.6,8.0,Automatic
ford,F-250 Lariat,2017,128000,diesel,Gray,Black,None reported,440.0,6.7,8.0,Automatic
land,Rover Range,2011,40000,gasoline,Blue,Brown,Accident Reported,510.0,5.0,8.0,unknown
mercedes-benz,C-Class C,2014,70612,gasoline,White,Beige,None reported,201.0,1.8,4.0,Automatic
lexus,Rx 450H,2019,43671,hybrid,Caviar,Rioja Red,None reported,310.0,3.5,6.0,CVT
porsche,Cayenne Turbo,2014,156193,gasoline,Silver,Black,None reported,550.0,4.8,8.0,Automatic
audi,Rs 7,2014,66150,gasoline,White,Black,Accident Reported,560.0,4.0,8.0,Automatic
jeep,Wrangler Sport,2016,86250,gasoline,White,Black,None reported,285.0,3.6,6.0,Automatic
land,Rover Range,2020,81000,gasoline,Black,Black,None reported,518.0,5.0,8.0,Automatic
gmc,Yukon Xl,2017,124000,gasoline,Gray,Beige,Accident Reported,420.0,6.2,8.0,Automatic
chevrolet,Silverado 1500,2003,110000,gasoline,Green,Beige,None reported,270.0,4.8,8.0,Automatic
bentley,Continental Gt,2016,61160,gasoline,Black,Black,Accident Reported,582.0,6.0,12.0,Automatic
audi,Rs 7,2014,59715,gasoline,Gray,Black,Accident Reported,560.0,4.0,8.0,Automatic
infiniti,Q50 Premium,2014,79785,gasoline,Red,White,Accident Reported,328.0,3.7,6.0,Automatic
toyota,Highlander Hybrid,2019,69350,hybrid,Black,Gray,None reported,306.0,3.5,6.0,Automatic
chevrolet,Camaro 1Lt,2017,74000,gasoline,Yellow,Black,None reported,275.0,2.0,4.0,Automatic
ford,Excursion Limited,2003,245000,diesel,Black,Beige,Accident Reported,325.0,6.0,8.0,Automatic
jeep,Wrangler Sport,2014,71000,gasoline,Gray,Black,None reported,285.0,3.6,6.0,Automatic
hyundai,Genesis Coupe,2010,127500,gasoline,Blue,Black,Accident Reported,306.0,3.8,6.0,Manual
mazda,Mx-5 Miata,2021,5093,gasoline,Gray,Black,None reported,181.0,2.0,4.0,Manual
nissan,Armada Sl,2021,67800,gasoline,Silver,Black,Accident Reported,400.0,5.6,8.0,Automatic
land,Rover Range,2017,101800,gasoline,Silver,Black,None reported,510.0,5.0,8.0,Automatic
mercedes-benz,Sl-Class Sl,2011,41314,gasoline,Red,White,Accident Reported,382.0,5.5,8.0,unknown
bmw,M4 Base,2018,7200,gasoline,Black,Black,None reported,425.0,3.0,6.0,Automatic
chevrolet,Camaro 2Lt,2015,56675,gasoline,Silver,Black,None reported,323.0,3.6,6.0,unknown
mercedes-benz,Cla-Class Cla,2014,136000,gasoline,Gray,Black,Accident Reported,208.0,2.0,4.0,unknown
toyota,4Runner Trd,2016,98000,gasoline,Black,Black,Accident Reported,270.0,4.0,6.0,Automatic
bentley,Continental Gt,2004,69600,gasoline,Silver,Black,None reported,550.0,6.0,12.0,Automatic
ford,Transit Connect,2012,140450,gasoline,Red,Gray,Accident Reported,136.0,2.0,4.0,Automatic
porsche,Cayman Base,2011,67998,gasoline,White,Beige,None reported,265.0,2.9,6.0,Manual
cadillac,Cts-V Base,2012,45000,gasoline,Red,Black,None reported,556.0,6.2,8.0,Automatic
chevrolet,Express 2500,2017,76000,gasoline,Silver,–,None reported,285.0,4.8,8.0,Automatic
acura,Tlx Type,2023,4700,gasoline,Red,Black,None reported,355.0,3.0,6.0,Automatic
land,Rover Discovery,2017,48200,gasoline,White,Gray,None reported,240.0,2.0,4.0,Automatic
nissan,Rogue Sl,2017,78110,gasoline,Silver,Black,None reported,170.0,2.5,4.0,Automatic
gmc,Acadia Slt-1,2016,119000,gasoline,Gold,Brown,None reported,281.0,3.6,6.0,Automatic
bmw,X5 Xdrive,2012,122600,gasoline,Black,Black,Accident Reported,300.0,3.0,6.0,Automatic
honda,Cr-V Lx,2004,176261,gasoline,Gray,Gray,None reported,160.0,2.4,4.0,Manual
acura,Tl Type,2008,116500,gasoline,Red,Black,None reported,286.0,3.5,6.0,Manual
porsche,911 Carrera,2013,64000,gasoline,Gray,Black,Accident Reported,400.0,3.8,6.0,Automatic
mini,Cooper Base,2009,90367,gasoline,Red,Black,None reported,118.0,1.6,4.0,Manual
chevrolet,Trailblazer Ss,2007,107800,gasoline,Black,Black,Accident Reported,395.0,6.0,8.0,Automatic
nissan,Maxima Sv,2012,42259,gasoline,Black,Black,Accident Reported,290.0,3.5,6.0,CVT
audi,Tt Rs,2018,20675,gasoline,Gray,Gray,None reported,400.0,2.5,5.0,unknown
bentley,Continental Gtc,2011,20200,e85 flex fuel,Black,Black,None reported,552.0,6.0,12.0,Automatic
toyota,Prius Plug-In,2014,106000,plug-in hybrid,Green,Beige,Accident Reported,134.0,1.8,4.0,Automatic
audi,R8 Base,2008,49000,gasoline,Black,Black,None reported,420.0,4.2,8.0,Manual
lexus,Rc 350,2015,48000,gasoline,Orange,Red,None reported,306.0,3.5,6.0,unknown
subaru,Impreza 2.0I,2018,90601,gasoline,White,Beige,None reported,152.0,2.0,4.0,CVT
ram,2500 Big,2013,198868,diesel,Brown,Beige,None reported,350.0,6.7,6.0,Automatic
lexus,Es 250,2021,24364,gasoline,Eminent White Pearl,Chateau,None reported,310.0,2.5,6.0,Automatic
toyota,Tacoma Trd,2018,84184,gasoline,Magnetic Gray Metallic,Graphite w/Gun Metal,None reported,310.0,3.5,6.0,Automatic
subaru,Outback Limited,2020,44600,gasoline,Silver,Gray,None reported,182.0,2.5,4.0,CVT
bmw,M3 Base,2008,41048,gasoline,Gray,Beige,None reported,414.0,4.0,8.0,unknown
bmw,M2 Competition,2020,25013,gasoline,Black,Black,None reported,405.0,3.0,6.0,Automatic
ford,Excursion Limited,2004,170000,gasoline,Gold,Gold,None reported,310.0,6.8,10.0,Automatic
bmw,M6 Base,2016,45800,gasoline,Gold,Black,None reported,560.0,4.4,8.0,Automatic
gmc,Sierra 2500,2015,116210,e85 flex fuel,Black,Beige,None reported,360.0,6.0,8.0,unknown
buick,Enclave 1Xl,2011,170000,gasoline,Gold,Beige,Accident Reported,288.0,3.6,6.0,Automatic
nissan,Leaf Sl,2012,102000,unknown,Silver,Gray,None reported,107.0,3.5,6.0,Automatic
jeep,Grand Cherokee,2005,100500,gasoline,Black,Gray,None reported,325.0,5.7,8.0,Automatic
jaguar,F-Type S,2015,25786,gasoline,Blue,Gray,None reported,380.0,3.0,6.0,Automatic
hyundai,Genesis 5,2012,15698,gasoline,Black,Black,None reported,429.0,5.0,8.0,unknown
mercedes-benz,Sl-Class Sl,2012,21300,gasoline,Silver,Red,Accident Reported,382.0,5.5,8.0,Automatic
lexus,Gx 460,2015,92000,gasoline,Black,Black,None reported,301.0,4.6,8.0,Automatic
jaguar,Xe 20D,2018,34322,diesel,Blue,Beige,None reported,310.0,2.0,6.0,Automatic
lexus,Is 300,2018,70891,gasoline,White,Black,None reported,260.0,3.5,6.0,unknown
infiniti,Q60 3.0T,2017,107380,gasoline,Black,Gray,Accident Reported,300.0,3.0,6.0,Automatic
jaguar,Xj Base,2013,112000,gasoline,Blue,White,None reported,340.0,3.0,6.0,Automatic
honda,Prelude Type,2001,125000,gasoline,Red,Black,None reported,200.0,2.2,4.0,Manual
cadillac,Cts 2.0L,2019,20296,gasoline,Red Obsession,Very Light Cashmere,None reported,310.0,2.0,6.0,Automatic
ford,Flex Sel,2011,149000,gasoline,Black,Beige,None reported,262.0,3.5,6.0,Automatic
dodge,Durango Gt,2021,20386,gasoline,Billet Clearcoat Metallic,Black,None reported,310.0,3.6,6.0,Automatic
mazda,Mazda3 S,2008,77700,gasoline,Red,Black,None reported,156.0,2.3,4.0,Manual
chrysler,200 Limited,2017,100600,unknown,Black,Black,None reported,310.0,3.5,6.0,Automatic
bmw,640 I,2012,76465,gasoline,White,Beige,Accident Reported,315.0,3.0,6.0,Automatic
cadillac,Cts Luxury,2012,62500,gasoline,Red,Beige,Accident Reported,270.0,3.0,6.0,Automatic
acura,Tlx Base,2016,45000,gasoline,Gray,Blue,None reported,206.0,2.4,4.0,Automatic
jeep,Wrangler Sport,2010,87250,gasoline,Blue,Black,None reported,202.0,3.8,6.0,Manual
land,Rover Range,2020,30500,gasoline,Silver,Beige,None reported,247.0,2.0,4.0,Automatic
ford,Fusion Hybrid,2013,161933,hybrid,Blue,Charcoal Black,None reported,310.0,2.0,6.0,CVT
bmw,X4 M,2020,18362,gasoline,Black,Orange,None reported,503.0,3.0,6.0,Automatic
bmw,X5 Xdrive40I,2019,50000,gasoline,Blue,Gold,None reported,335.0,3.0,6.0,Automatic
chevrolet,Colorado Lt,2009,139000,gasoline,Black,Black,None reported,300.0,5.3,8.0,Automatic
chevrolet,Trailblazer Lt,2021,50648,gasoline,Pacific Blue Metallic,Jet Black,None reported,310.0,1.2,6.0,CVT
